	raw_read_count	postmerge_read_count	reads_screened_for_barcodes	reads_with_likely_barcodes	barcodes_post-agglomeration	non-singelton_barcodes_post-agglomeration	
EXP3_KD_P13_CS32	5984	5787	5737	5600	5561	5349
EXP3_KD_P13_CS33	4892	4738	4700	4465	4411	4150
EXP3_KD_P14_CS01	3932	3816	3786	3663	3635	3452
EXP3_KD_P14_CS02	4631	4452	4428	4268	4238	4068
EXP3_KD_P14_CS03	4435	4283	4253	4092	4058	3837
EXP3_KD_P14_CS04	5691	5505	5462	5277	5230	4949
EXP3_KD_P14_CS05	5049	4862	4822	4633	4596	4385
EXP3_KD_P14_CS06	3878	3757	3720	3589	3556	3349
EXP3_KD_P14_CS07	3799	3666	3638	3521	3465	3165
EXP3_KD_P14_CS08	1937	1859	1845	1768	1716	1439
EXP3_KD_P14_CS09	1490	1433	1424	1386	1358	1193
EXP3_KD_P14_CS10	2124	2058	2045	1976	1964	1806
EXP3_KD_P14_CS11	1795	1745	1730	1663	1652	1550
EXP3_KD_P14_CS12	2186	2119	2103	2049	2031	1900
EXP3_KD_P14_CS13	1848	1789	1775	1709	1683	1501
EXP3_KD_P14_CS14	1281	1239	1226	1152	1122	923
EXP3_KD_P14_CS15	1377	1335	1324	1277	1247	1054
EXP3_KD_P14_CS16	7704	7408	7334	7024	6933	6524
EXP3_KD_P14_CS17	5470	5206	5139	4853	4722	4244
EXP3_KD_P14_CS18	8248	7983	7921	7706	7654	7421
EXP3_KD_P14_CS19	6972	6685	6641	6388	6293	5870
EXP3_KD_P14_CS20	7889	7473	7413	7017	6856	6366
EXP3_KD_P14_CS21	7045	6711	6645	6352	6237	5803
EXP3_KD_P14_CS22	6111	5897	5820	5446	5348	4948
EXP3_KD_P14_CS23	5763	5556	5523	5354	5298	4981
EXP3_KD_P14_CS24	4702	4563	4529	4384	4357	4175
EXP3_KD_P14_CS25	3562	3442	3417	3301	3268	3042
EXP3_KD_P14_CS26	4370	4227	4205	4008	3942	3615
EXP3_KD_P14_CS27	4037	3896	3870	3723	3683	3394
EXP3_KD_P14_CS28	4617	4478	4450	4282	4241	3936
EXP3_KD_P14_CS29	4178	4063	4023	3901	3858	3610
EXP3_KD_P14_CS30	3531	3427	3399	3148	3125	2948
EXP3_KD_P14_CS31	3374	3265	3244	3151	3131	2919
EXP3_KD_P14_CS32	12947	12505	12424	12030	11946	11438
EXP3_KD_P14_CS33	12284	11825	11754	11234	11133	10673
EXP3_SH_P15_CS01	5366	5128	5089	4901	4711	4055
EXP3_SH_P15_CS02	4165	3992	3960	3809	3675	3053
EXP3_SH_P15_CS03	5135	4936	4911	4695	4559	3920
EXP3_SH_P15_CS04	5069	4839	4807	4616	4433	3762
EXP3_SH_P15_CS05	5842	5625	5593	5375	5190	4436
EXP3_SH_P15_CS06	5419	5200	5158	4950	4729	4041
EXP3_SH_P15_CS07	4552	4355	4316	4121	3946	3297
EXP3_SH_P15_CS08	4188	4025	3996	3855	3706	3041
EXP3_SH_P15_CS09	8679	8314	8245	7910	7605	6811
EXP3_SH_P15_CS10	6496	6256	6209	5964	5726	4989
EXP3_SH_P15_CS11	8972	8630	8566	8252	7993	7225
EXP3_SH_P15_CS12	8039	7712	7651	7337	7086	6374
EXP3_SH_P15_CS13	9073	8785	8729	8410	8130	7408
EXP3_SH_P15_CS14	8414	8069	7996	7663	7382	6697
EXP3_SH_P15_CS15	7050	6773	6711	6453	6213	5493
EXP3_SH_P15_CS16	6459	6207	6174	5958	5759	5016
EXP3_SH_P15_CS17	7887	7572	7512	7224	6962	6080
EXP3_SH_P15_CS18	6662	6398	6357	6122	5897	5192
EXP3_SH_P15_CS19	7936	7591	7533	7248	7036	6338
EXP3_SH_P15_CS20	7445	7124	7074	6810	6573	5894
EXP3_SH_P15_CS21	8086	7803	7759	7434	7224	6566
EXP3_SH_P15_CS22	7999	7686	7628	7315	7053	6325
EXP3_SH_P15_CS23	6836	6610	6563	6288	6035	5304
EXP3_SH_P15_CS24	6523	6270	6217	5988	5796	5177
EXP3_SH_P15_CS25	4973	4772	4731	4558	4355	3640
EXP3_SH_P15_CS26	3996	3842	3815	3674	3522	2893
EXP3_SH_P15_CS27	4693	4511	4485	4340	4196	3585
EXP3_SH_P15_CS28	4677	4493	4460	4282	4100	3460
EXP3_SH_P15_CS29	4808	4638	4599	4426	4244	3603
EXP3_SH_P15_CS30	4606	4410	4364	4181	4013	3381
EXP3_SH_P15_CS31	4378	4213	4186	4042	3847	3185
EXP3_SH_P15_CS32	4036	3903	3874	3716	3580	2990
EXP3_SH_P15_CS33	10108	9686	9593	9209	8883	8143
EXP3_SH_P18_CS01	7817	7450	7361	7045	6773	6108
EXP3_SH_P18_CS02	9536	9124	9050	8677	8416	7755
EXP3_SH_P18_CS03	9423	9025	8925	8550	8255	7590
EXP3_SH_P18_CS04	10482	10026	9936	9558	9304	8669
EXP3_SH_P18_CS05	12174	11629	11498	11075	10734	10035
EXP3_SH_P18_CS06	8166	7836	7745	7458	7176	6571
EXP3_SH_P18_CS07	7841	7558	7502	7168	6906	6251
EXP3_SH_P18_CS08	8969	8516	8362	8007	7424	6741
EXP3_SH_P18_CS09	6549	6198	6078	5781	5377	4838
EXP3_SH_P18_CS10	8048	7683	7585	7238	6786	6105
EXP3_SH_P18_CS11	7652	7313	7194	6856	6394	5712
EXP3_SH_P18_CS12	9692	9201	9067	8652	8099	7385
EXP3_SH_P18_CS13	10118	9658	9512	9082	8448	7708
EXP3_SH_P18_CS14	6709	6401	6299	6005	5600	4970
EXP3_SH_P18_CS15	6442	6167	6093	5833	5497	4886
EXP3_SH_P18_CS16	14147	13538	13409	12847	12492	11760
EXP3_SH_P18_CS17	12530	11927	11833	11310	10867	9998
EXP3_SH_P18_CS18	13719	13162	13084	12427	12153	11458
EXP3_SH_P18_CS19	13582	13076	12966	12401	12047	11356
EXP3_SH_P18_CS20	14327	13714	13605	13066	12813	12136
EXP3_SH_P18_CS21	13481	12883	12759	12312	12022	11407
EXP3_SH_P18_CS22	11599	11165	11069	10696	10401	9743
EXP3_SH_P18_CS23	11165	10718	10657	10214	9957	9277
EXP3_SH_P18_CS24	7950	7648	7577	7243	7002	6335
EXP3_SH_P18_CS25	6042	5841	5800	5580	5377	4772
EXP3_SH_P18_CS26	8043	7715	7654	7361	7172	6548
EXP3_SH_P18_CS27	7651	7379	7319	6993	6772	6124
EXP3_SH_P18_CS28	8265	7889	7836	7553	7363	6777
EXP3_SH_P18_CS29	7667	7352	7300	7015	6759	6072
EXP3_SH_P18_CS30	6230	5968	5910	5721	5534	4899
EXP3_SH_P18_CS31	6265	6065	6027	5818	5658	5083
EXP3_SH_P18_CS32	11623	11105	11021	10606	10396	9729
EXP3_SH_P18_CS33	9310	8969	8899	8553	8351	7751
EXP3_WT_P16_CS01	4418	4254	4217	3795	3772	3607
EXP3_WT_P16_CS02	3635	3524	3489	3370	3332	3174
EXP3_WT_P16_CS03	5298	5136	5106	4955	4913	4654
EXP3_WT_P16_CS04	4944	4800	4760	4582	4546	4335
EXP3_WT_P16_CS05	5508	5330	5287	4982	4951	4704
EXP3_WT_P16_CS06	4876	4709	4662	4381	4355	4182
EXP3_WT_P16_CS07	3924	3739	3701	3551	3517	3314
EXP3_WT_P16_CS08	4012	3876	3853	3735	3616	3268
EXP3_WT_P16_CS09	2239	2167	2145	2079	2045	1873
EXP3_WT_P16_CS10	1648	1587	1576	1504	1495	1393
EXP3_WT_P16_CS11	2546	2465	2447	2369	2355	2212
EXP3_WT_P16_CS12	1837	1786	1771	1543	1532	1435
EXP3_WT_P16_CS13	2924	2856	2837	2753	2715	2519
EXP3_WT_P16_CS14	2463	2355	2342	2268	2172	1655
EXP3_WT_P16_CS15	1842	1774	1756	1684	1617	1361
EXP3_WT_P16_CS16	1771	1723	1707	1657	1626	1458
EXP3_WT_P16_CS17	6312	6068	6012	5820	5574	4835
EXP3_WT_P16_CS18	6476	6287	6245	5918	5874	5631
EXP3_WT_P16_CS19	7150	6929	6870	6525	6472	6179
EXP3_WT_P16_CS20	7918	7586	7519	7196	6955	6403
EXP3_WT_P16_CS21	9182	8856	8774	8448	8238	7752
EXP3_WT_P16_CS22	8302	7944	7883	7453	7262	6678
EXP3_WT_P16_CS23	6916	6652	6585	6318	6156	5644
EXP3_WT_P16_CS24	5428	5280	5237	4895	4817	4560
EXP3_WT_P16_CS25	4737	4600	4563	4438	4399	4193
EXP3_WT_P16_CS26	3878	3763	3729	3599	3570	3353
EXP3_WT_P16_CS27	5678	5518	5473	5212	5158	4783
EXP3_WT_P16_CS28	5051	4898	4855	4728	4668	4260
EXP3_WT_P16_CS29	5937	5804	5776	5558	5508	5108
EXP3_WT_P16_CS30	4930	4766	4717	4571	4542	4292
EXP3_WT_P16_CS31	4899	4770	4734	4610	4585	4412
EXP3_WT_P16_CS32	3783	3613	3589	3480	3458	3220
EXP3_WT_P16_CS33	3863	3673	3652	3450	3427	3128
EXP3_WT_P17_CS01	3031	2895	2875	2784	2759	2574
EXP3_WT_P17_CS02	4469	4299	4277	4012	3986	3679
EXP3_WT_P17_CS03	4400	4269	4234	4096	4064	3886
EXP3_WT_P17_CS04	4970	4817	4781	4664	4589	4291
EXP3_WT_P17_CS05	4106	3975	3951	3825	3792	3539
EXP3_WT_P17_CS06	3377	3291	3260	3164	3134	2892
EXP3_WT_P17_CS07	3163	3077	3066	2968	2896	2623
EXP3_WT_P17_CS08	7886	7623	7571	7047	6996	6591
EXP3_WT_P17_CS09	6663	6423	6380	6183	6086	5678
EXP3_WT_P17_CS10	9314	8966	8900	8570	8479	7964
EXP3_WT_P17_CS11	7705	7475	7410	7141	7091	6804
EXP3_WT_P17_CS12	9046	8795	8742	8454	8406	8048
EXP3_WT_P17_CS13	8838	8527	8458	8114	7972	7423
EXP3_WT_P17_CS14	6910	6646	6588	6360	6118	5474
EXP3_WT_P17_CS15	6630	6405	6362	6097	5965	5424
EXP3_WT_P17_CS16	10337	9982	9895	9599	9471	8991
EXP3_WT_P17_CS17	8908	8520	8441	8090	7734	6816
EXP3_WT_P17_CS18	9999	9686	9601	9324	9263	8964
EXP3_WT_P17_CS19	13709	13100	12991	12506	12374	11789
EXP3_WT_P17_CS20	12328	11847	11751	11348	11047	10365
EXP3_WT_P17_CS21	11706	11268	11180	10693	10444	9690
EXP3_WT_P17_CS22	10373	9978	9884	9521	9407	8756
EXP3_WT_P17_CS23	9022	8657	8571	8058	7982	7523
EXP3_WT_P17_CS24	5100	4964	4928	4767	4732	4518
EXP3_WT_P17_CS25	5123	4937	4909	4614	4592	4489
EXP3_WT_P17_CS26	4931	4770	4737	4583	4527	4160
EXP3_WT_P17_CS27	5410	5237	5182	4979	4922	4582
EXP3_WT_P17_CS28	5860	5676	5629	5444	5397	5011
EXP3_WT_P17_CS29	6059	5848	5805	5625	5551	5198
EXP3_WT_P17_CS30	5537	5341	5289	5151	5109	4918
EXP3_WT_P17_CS31	5045	4898	4874	4688	4643	4379
EXP3_WT_P17_CS32	11972	11585	11478	11130	11030	10514
EXP3_WT_P17_CS33	10213	9889	9802	9477	9378	8896
EXP4_KD_P21_CS01	6141	6032	6018	5897	5893	5855
EXP4_KD_P21_CS02	38427	37779	37646	37030	37001	36928
EXP4_KD_P21_CS03	48909	48122	48038	47226	47192	47138
EXP4_KD_P21_CS04	22863	22414	22360	21896	21866	21798
EXP4_KD_P21_CS05	34766	34213	34145	33592	33567	33518
EXP4_KD_P21_CS06	1616	1579	1574	1553	1551	1528
EXP4_KD_P21_CS07	11467	11290	11260	11053	11042	10993
EXP4_KD_P21_CS08	12274	7629	7618	7496	7490	7448
EXP4_KD_P21_CS09	31393	30934	30892	30347	30322	30237
EXP4_KD_P21_CS10	25768	25437	25394	24929	24903	24817
EXP4_KD_P21_CS11	27713	27288	27222	26757	26730	26645
EXP4_KD_P21_CS12	9461	9295	9268	9085	9069	8956
EXP4_KD_P21_CS13	30946	30411	30339	29756	29726	29557
EXP4_KD_P21_CS14	34907	34323	34255	33713	33672	33498
EXP4_KD_P21_CS15	19882	19580	19542	19216	19201	19119
EXP4_KD_P21_CS16	4013	3949	3942	3867	3862	3797
EXP4_KD_P21_CS17	118174	114673	114323	111177	110835	110220
EXP4_KD_P21_CS18	2480	2393	2390	2251	2243	2176
EXP4_KD_P21_CS19	110215	108146	107781	105467	105336	104846
EXP4_KD_P21_CS20	77431	76070	75851	74289	74162	73648
EXP4_KD_P21_CS21	109201	107513	107234	105244	105086	104574
EXP4_KD_P21_CS22	101539	99136	98893	97120	97020	96599
EXP4_KD_P21_CS23	42443	41479	41379	40638	40599	40375
EXP4_KD_P21_CS24	37580	36103	36026	34768	34728	34472
EXP4_KD_P21_CS25	51678	50664	50535	46365	46286	45696
EXP4_KD_P21_CS26	53336	52029	51939	40746	40697	40441
EXP4_KD_P21_CS27	57236	56296	56153	54991	54928	54694
EXP4_KD_P21_CS28	56055	55225	55100	53947	53905	53720
EXP4_KD_P21_CS29	31960	31482	31422	30769	30725	30566
EXP4_KD_P21_CS30	37673	36846	36752	31895	31831	31434
EXP4_KD_P21_CS31	49705	48905	48812	47733	47671	47343
EXP4_KD_P21_CS32	45952	45312	45243	44295	44258	44021
EXP4_KD_P21_CS33	44863	44218	44155	43308	43265	43115
EXP4_KD_P22_CS01	47044	46337	46226	45348	45301	45124
EXP4_KD_P22_CS02	42507	41780	41677	40656	40576	40238
EXP4_KD_P22_CS03	46894	46190	46055	45180	45136	44935
EXP4_KD_P22_CS04	47659	46963	46842	45991	45956	45804
EXP4_KD_P22_CS05	45990	45358	45294	44475	44426	44255
EXP4_KD_P22_CS06	35363	34811	34737	34024	33978	33744
EXP4_KD_P22_CS07	45937	45089	45003	42663	42583	42188
EXP4_KD_P22_CS08	58324	57292	57145	56078	56024	55740
EXP4_KD_P22_CS09	34480	33853	33764	33034	33000	32808
EXP4_KD_P22_CS10	57464	56487	56362	55297	55236	55014
EXP4_KD_P22_CS11	47269	46362	46242	45291	45245	45044
EXP4_KD_P22_CS12	67633	66440	66266	65064	64958	64589
EXP4_KD_P22_CS13	64837	63479	63312	62063	61976	61525
EXP4_KD_P22_CS14	51144	50207	50103	49161	49091	48756
EXP4_KD_P22_CS15	56013	55018	54901	53652	53609	53385
EXP4_KD_P22_CS16	15183	14940	14908	14614	14592	14398
EXP4_KD_P22_CS17	26155	25392	25330	24691	24544	23758
EXP4_KD_P22_CS18	28071	27589	27506	27038	27006	26772
EXP4_KD_P22_CS19	25232	24829	24753	24326	24291	23947
EXP4_KD_P22_CS20	28648	28173	28077	27496	27424	26895
EXP4_KD_P22_CS21	25729	25289	25240	24733	24660	24287
EXP4_KD_P22_CS22	22748	22423	22364	21921	21901	21665
EXP4_KD_P22_CS23	30235	29781	29731	29133	29106	28854
EXP4_KD_P22_CS24	67687	66523	66319	64746	64706	64503
EXP4_KD_P22_CS25	60989	60013	59834	58583	58520	58285
EXP4_KD_P22_CS26	59526	58464	58270	57100	57030	56776
EXP4_KD_P22_CS27	58720	57720	57539	56408	56327	55911
EXP4_KD_P22_CS28	40231	39501	39389	38584	38516	38299
EXP4_KD_P22_CS29	68917	67770	67613	66192	66142	65966
EXP4_KD_P22_CS30	42976	42157	42059	41093	41029	40666
EXP4_KD_P22_CS31	64325	63249	63128	61725	61594	60998
EXP4_KD_P22_CS32	134959	131309	130915	127218	127050	126409
EXP4_KD_P22_CS33	203221	200129	199447	195374	195266	194815
EXP4_WT_P19_CS01	71795	70755	70666	69279	69237	69148
EXP4_WT_P19_CS02	73675	72558	72391	70914	70875	70845
EXP4_WT_P19_CS03	67581	66461	66293	64838	64799	64758
EXP4_WT_P19_CS04	67505	66289	66126	64842	64793	64771
EXP4_WT_P19_CS05	241	222	220	219	213	201
EXP4_WT_P19_CS06	66525	65577	65433	64093	64057	64018
EXP4_WT_P19_CS07	35	31	31	30	30	26
EXP4_WT_P19_CS08	2904	2853	2847	2775	2773	2762
EXP4_WT_P19_CS09	74396	73105	72976	71304	71256	71127
EXP4_WT_P19_CS10	526	502	500	485	482	456
EXP4_WT_P19_CS11	84460	82967	82724	80926	80856	80740
EXP4_WT_P19_CS12	75053	73738	73505	71902	71826	71663
EXP4_WT_P19_CS13	77840	76261	76067	72168	72079	71843
EXP4_WT_P19_CS14	213	167	165	158	155	134
EXP4_WT_P19_CS15	108	65	64	64	64	53
EXP4_WT_P19_CS16	303	296	296	284	283	251
EXP4_WT_P19_CS17	52249	50411	50269	48858	48667	48383
EXP4_WT_P19_CS18	40967	40338	40216	39193	39149	38907
EXP4_WT_P19_CS19	184435	180628	180181	176342	176237	175790
EXP4_WT_P19_CS20	193366	188446	187906	182659	182342	181688
EXP4_WT_P19_CS21	183567	178715	178224	174314	171237	170545
EXP4_WT_P19_CS22	11194	10861	10833	10152	10132	9987
EXP4_WT_P19_CS23	2471	479	477	463	462	442
EXP4_WT_P19_CS24	9718	9413	9387	9174	9161	9017
EXP4_WT_P19_CS25	19903	19480	19435	19005	18991	18818
EXP4_WT_P19_CS26	25696	25179	25130	24508	24474	24282
EXP4_WT_P19_CS27	325	312	309	302	302	230
EXP4_WT_P19_CS28	88609	87158	86957	85067	85005	84696
EXP4_WT_P19_CS29	120436	118443	118211	115771	115697	115352
EXP4_WT_P19_CS30	154777	152148	151763	148437	148341	147806
EXP4_WT_P19_CS31	46027	44991	44905	43414	43287	43063
EXP4_WT_P19_CS32	120480	117363	117148	113514	113331	112794
EXP4_WT_P19_CS33	2026	1810	1806	1752	1747	1701
EXP4_WT_P20_CS01	75161	73875	73722	72232	72176	72049
EXP4_WT_P20_CS02	85121	83770	83617	81965	81932	81841
EXP4_WT_P20_CS03	49428	48549	48438	47335	47301	47178
EXP4_WT_P20_CS04	72164	70952	70802	69335	69297	69207
EXP4_WT_P20_CS05	42109	41412	41310	40412	40367	40295
EXP4_WT_P20_CS06	66452	65387	65248	63930	63866	63743
EXP4_WT_P20_CS07	53072	52204	52083	50834	50780	50647
EXP4_WT_P20_CS08	99211	96055	95817	93747	93666	93232
EXP4_WT_P20_CS09	68737	66324	66119	64670	64592	64134
EXP4_WT_P20_CS10	105369	101586	101233	98955	98872	98469
EXP4_WT_P20_CS11	1904	1786	1776	1736	1729	1641
EXP4_WT_P20_CS12	71310	68679	68494	66698	66571	66000
EXP4_WT_P20_CS13	65817	63600	63433	61976	61898	61497
EXP4_WT_P20_CS14	93083	89341	89105	86964	86758	86050
EXP4_WT_P20_CS15	75013	72665	72541	70761	70649	70075
EXP4_WT_P20_CS16	88594	87100	86876	84998	84904	84320
EXP4_WT_P20_CS17	66387	64056	63903	61758	61459	60980
EXP4_WT_P20_CS18	2976	2862	2854	2740	2727	2579
EXP4_WT_P20_CS19	12594	12301	12269	11935	11908	11656
EXP4_WT_P20_CS20	84944	83443	83186	81398	81271	80578
EXP4_WT_P20_CS21	81481	79940	79749	77985	77790	77088
EXP4_WT_P20_CS22	64363	59508	59385	58066	57980	57345
EXP4_WT_P20_CS23	27285	26805	26765	26121	26084	25717
EXP4_WT_P20_CS24	138155	130293	129855	89998	89905	89600
EXP4_WT_P20_CS25	5272	5145	5127	4916	4905	4828
EXP4_WT_P20_CS26	116228	113942	113633	110053	109932	109607
EXP4_WT_P20_CS27	66966	65229	65015	62781	62646	62369
EXP4_WT_P20_CS28	108366	106307	106062	102941	102742	102370
EXP4_WT_P20_CS29	50222	49418	49327	47783	47751	47579
EXP4_WT_P20_CS30	11112	10888	10868	10495	10471	10405
EXP4_WT_P20_CS31	145226	138603	138357	15712	15603	15225
EXP4_WT_P20_CS32	8173	7735	7719	7483	7466	7318
EXP4_WT_P20_CS33	94321	91197	90909	88692	88557	88171
EXP5_KD_P25_CS01	433	403	402	397	390	370
EXP5_KD_P25_CS02	669	647	644	636	634	615
EXP5_KD_P25_CS03	80995	77808	77495	75920	75827	75661
EXP5_KD_P25_CS04	1901	1849	1837	1802	1796	1766
EXP5_KD_P25_CS05	32448	31885	31738	31183	31157	31097
EXP5_KD_P25_CS06	51545	50492	50234	49279	49208	49110
EXP5_KD_P25_CS07	67883	66621	66294	64995	64898	64689
EXP5_KD_P25_CS08	72757	71452	71191	69753	69630	69354
EXP5_KD_P25_CS09	61217	60064	59807	58204	58127	57925
EXP5_KD_P25_CS10	47952	46949	46729	45782	45717	45545
EXP5_KD_P25_CS11	60527	59516	59379	58235	58178	58042
EXP5_KD_P25_CS12	38960	38237	38081	37354	37322	37187
EXP5_KD_P25_CS13	38777	37938	37713	36985	36896	36684
EXP5_KD_P25_CS14	65729	64289	63927	62412	62256	61938
EXP5_KD_P25_CS15	53635	52539	52326	51379	51280	51003
EXP5_KD_P25_CS16	52543	50047	49890	47507	47440	47198
EXP5_KD_P25_CS17	82535	76809	76032	72530	71796	70953
EXP5_KD_P25_CS18	17778	17164	16981	16635	16607	16504
EXP5_KD_P25_CS19	11455	10044	9957	9633	9612	9504
EXP5_KD_P25_CS20	48783	46809	46397	45328	45252	45029
EXP5_KD_P25_CS21	53330	51537	51128	50016	49902	49628
EXP5_KD_P25_CS22	52979	47760	47271	46211	46076	45902
EXP5_KD_P25_CS23	52497	50319	49796	48631	48540	48291
EXP5_KD_P25_CS24	22072	20084	19971	19523	19500	19389
EXP5_KD_P25_CS25	1860	1815	1802	1738	1733	1702
EXP5_KD_P25_CS26	38574	37910	37775	36543	36508	36387
EXP5_KD_P25_CS27	40543	39701	39563	34828	34774	34629
EXP5_KD_P25_CS28	61326	60231	60014	58806	58753	58600
EXP5_KD_P25_CS29	72018	70692	70350	68908	68839	68675
EXP5_KD_P25_CS30	62526	61273	60973	59652	59589	59479
EXP5_KD_P25_CS31	56665	55578	55371	53593	53514	53330
EXP5_KD_P25_CS32	66947	65812	65637	64395	64327	64126
EXP5_KD_P25_CS33	15054	13863	13166	12612	12483	12422
EXP5_KD_P26_CS01	18	16	14	14	12	3
EXP5_KD_P26_CS02	69	49	45	43	37	32
EXP5_KD_P26_CS03	10872	9773	9457	9066	9007	8967
EXP5_KD_P26_CS04	4448	4134	4054	3922	3904	3887
EXP5_KD_P26_CS05	2864	2528	2397	2298	2282	2271
EXP5_KD_P26_CS06	7639	7206	6930	6674	6643	6611
EXP5_KD_P26_CS07	6942	6375	6204	5958	5928	5913
EXP5_KD_P26_CS08	25178	24611	24528	24073	24041	23932
EXP5_KD_P26_CS09	62702	61302	60982	59533	59493	59348
EXP5_KD_P26_CS10	1803	1733	1729	1686	1684	1638
EXP5_KD_P26_CS11	14150	13863	13798	13577	13561	13484
EXP5_KD_P26_CS12	71058	69546	69185	67912	67844	67700
EXP5_KD_P26_CS13	50303	48869	48533	47518	47476	47337
EXP5_KD_P26_CS14	128820	124786	124193	120571	120277	119616
EXP5_KD_P26_CS15	37953	37078	36940	36132	36097	35984
EXP5_KD_P26_CS16	76900	75590	75371	73902	73848	73615
EXP5_KD_P26_CS17	94252	89920	89565	85310	84969	84260
EXP5_KD_P26_CS18	3770	3683	3673	3542	3532	3468
EXP5_KD_P26_CS19	12323	12068	12031	11765	11743	11640
EXP5_KD_P26_CS20	20078	19656	19550	18868	18838	18692
EXP5_KD_P26_CS21	60285	58919	58615	54605	54490	54245
EXP5_KD_P26_CS22	16727	16328	16272	16008	15989	15892
EXP5_KD_P26_CS23	4108	3988	3973	3894	3886	3799
EXP5_KD_P26_CS24	6346	6174	6147	6001	5992	5977
EXP5_KD_P26_CS25	42075	41140	40926	39958	39910	39873
EXP5_KD_P26_CS26	89296	87351	87032	84528	84465	84372
EXP5_KD_P26_CS27	57416	56084	55829	54465	54384	54321
EXP5_KD_P26_CS28	49924	48854	48542	47578	47519	47492
EXP5_KD_P26_CS29	2323	2208	2190	2084	2078	2065
EXP5_KD_P26_CS30	96003	93457	93031	33943	33907	33864
EXP5_KD_P26_CS31	34673	33940	33792	31609	31579	31528
EXP5_KD_P26_CS32	220582	215068	214246	208380	208147	207753
EXP5_KD_P26_CS33	176295	173205	172638	169005	168922	168580
EXP5_WT_P23_CS01	792	176	165	162	154	123
EXP5_WT_P23_CS02	465	288	285	243	242	214
EXP5_WT_P23_CS03	721	405	396	392	380	353
EXP5_WT_P23_CS04	1619	1060	1050	1008	1004	971
EXP5_WT_P23_CS05	160	117	113	112	112	88
EXP5_WT_P23_CS06	67162	65366	64856	63528	63442	63361
EXP5_WT_P23_CS07	33435	32453	32208	31390	31305	31216
EXP5_WT_P23_CS08	90727	88072	87542	85831	85694	85561
EXP5_WT_P23_CS09	83980	82043	81404	79633	79566	79445
EXP5_WT_P23_CS10	175155	171743	170514	161460	161313	161115
EXP5_WT_P23_CS11	22628	22161	22041	21515	21495	21426
EXP5_WT_P23_CS12	33018	32271	32058	31387	31339	31244
EXP5_WT_P23_CS13	99205	96331	95575	93059	92838	92636
EXP5_WT_P23_CS14	171936	167522	166356	162850	162625	162335
EXP5_WT_P23_CS15	1608	1348	1343	1316	1312	1292
EXP5_WT_P23_CS16	967	851	849	828	824	781
EXP5_WT_P23_CS17	387681	367064	363817	352454	351217	351045
EXP5_WT_P23_CS18	26447	25842	25639	25129	25087	24868
EXP5_WT_P23_CS19	96114	91226	90566	88592	88503	87968
EXP5_WT_P23_CS20	140189	127872	126982	124135	123888	123378
EXP5_WT_P23_CS21	16906	16361	16241	15710	15668	15424
EXP5_WT_P23_CS22	31769	30657	30337	29727	29652	29401
EXP5_WT_P23_CS23	34926	33917	33672	32994	32946	32748
EXP5_WT_P23_CS24	15736	12945	12814	12505	12482	12255
EXP5_WT_P23_CS25	8739	8088	8031	7897	7888	7843
EXP5_WT_P23_CS26	15122	14720	14633	13982	13952	13891
EXP5_WT_P23_CS27	142293	138869	138080	134760	134438	134289
EXP5_WT_P23_CS28	4043	3936	3915	3779	3775	3741
EXP5_WT_P23_CS29	97251	94679	94031	91941	91859	91736
EXP5_WT_P23_CS30	32801	30033	29816	29110	29050	28968
EXP5_WT_P23_CS31	24459	23850	23680	23234	23203	23157
EXP5_WT_P23_CS32	5010	4658	4632	4428	4395	4346
EXP5_WT_P23_CS33	4208	3950	3918	3851	3835	3804
EXP5_WT_P24_CS01	2997	2938	2915	2876	2869	2856
EXP5_WT_P24_CS02	190980	186984	185909	182258	182169	182139
EXP5_WT_P24_CS03	10771	10463	10413	10218	10199	10171
EXP5_WT_P24_CS04	193	149	145	144	141	134
EXP5_WT_P24_CS05	191	166	163	159	155	147
EXP5_WT_P24_CS06	371	259	254	251	245	235
EXP5_WT_P24_CS07	151649	148454	147658	144643	144519	144460
EXP5_WT_P24_CS08	47687	46564	46235	45427	45349	45149
EXP5_WT_P24_CS09	394	364	359	349	336	256
EXP5_WT_P24_CS10	3844	3675	3649	3544	3533	3409
EXP5_WT_P24_CS11	334	319	318	313	308	225
EXP5_WT_P24_CS12	368	342	337	328	317	230
EXP5_WT_P24_CS13	136380	132429	131105	128258	128050	127676
EXP5_WT_P24_CS14	235751	225596	223751	218905	216872	216161
EXP5_WT_P24_CS15	109491	106945	106412	104156	103966	103613
EXP5_WT_P24_CS16	87747	85681	85153	83324	83186	82648
EXP5_WT_P24_CS17	253231	244354	242554	234478	233477	233309
EXP5_WT_P24_CS18	19422	18767	18624	18240	18203	17837
EXP5_WT_P24_CS19	1177	1148	1144	1125	1113	910
EXP5_WT_P24_CS20	165084	160185	159016	153737	153409	152701
EXP5_WT_P24_CS21	165876	159905	158654	154818	154233	153671
EXP5_WT_P24_CS22	12044	11492	11417	11201	11162	11007
EXP5_WT_P24_CS23	1644	1509	1503	1455	1432	1117
EXP5_WT_P24_CS24	2067	1705	1690	1636	1632	1588
EXP5_WT_P24_CS25	105488	102855	102000	99746	99670	99508
EXP5_WT_P24_CS26	4436	4291	4266	4181	4168	4096
EXP5_WT_P24_CS27	141116	135896	134926	130642	130278	130063
EXP5_WT_P24_CS28	157075	152206	150862	147691	147513	147276
